Product Name,Product Link,Image URL,Deal,Price,Original Price,Discount
Women Heels Sandal,https://www.flipkart.com/shezone-women-heels/p/itm614e1aced9ddd?pid=SNDGN7SA7FDBZHYN&lid=LSTSNDGN7SA7FDBZHYNC9CYY4&marketplace=FLIPKART&store=osp%2Fiko%2F6q1&srno=b_1_15&otracker=nmenu_sub_Women_0_Heels1&fm=organic&iid=4cfea52f-d3d7-4318-b209-d9a27bec7706.SNDGN7SA7FDBZHYN.SEARCH&ppt=None&ppn=None&ssid=lt2wovvhog0000001747411920995,https://rukminim2.flixcart.com/image/612/612/xif0q/sandal/x/t/e/5-wfs6062-12-38-wfs-black-original-imah6s86zjg3u4hp.jpeg?q=70,Only 5 left,₹422,"₹1,299",67% off
Women Heels Sandal,https://www.flipkart.com/fashion-tails-women-heels/p/itmb48fc8424596e?pid=SNDGZFHY66EFQEKZ&lid=LSTSNDGZFHY66EFQEKZJCM3G3&marketplace=FLIPKART&store=osp%2Fiko%2F6q1&spotlightTagId=default_BestsellerId_osp%2Fiko%2F6q1&srno=b_1_16&otracker=nmenu_sub_Women_0_Heels1&fm=organic&iid=4cfea52f-d3d7-4318-b209-d9a27bec7706.SNDGZFHY66EFQEKZ.SEARCH&ppt=None&ppn=None&ssid=lt2wovvhog0000001747411920995,https://rukminim2.flixcart.com/image/612/612/xif0q/sandal/s/p/4/10-tree-transparent-ravis-white-original-imah7wsjfjgqjgj7.jpeg?q=70,Hot Deal,₹351,₹999,64% off
Women Heels Sandal,https://www.flipkart.com/shoetopia-women-heels/p/itm8c586cc0f226d?pid=SNDH3TAYGHVJVHDD&lid=LSTSNDH3TAYGHVJVHDDWUXK98&marketplace=FLIPKART&store=osp%2Fiko%2F6q1&srno=b_1_17&otracker=nmenu_sub_Women_0_Heels1&fm=organic&iid=en_Rc35ZlUXxEWG7grkn8DpTmMa9CaeojnJjKyRjeyggw01Tg8QQ1ubONP8Q2amMiEfl9DuH0ULme6-Ww6AKcstmA%3D%3D&ppt=None&ppn=None&ssid=lt2wovvhog0000001747411920995,https://rukminim2.flixcart.com/image/612/612/xif0q/sandal/q/r/r/9-fokni-heel-9-ravis-cream-original-imah5f7yc74v7duk.jpeg?q=70,Hot Deal,₹332,"₹1,299",74% off
Women Heels Sandal,https://www.flipkart.com/la-fashub-women-heels/p/itmb3a60297578d3?pid=SNDGU5S22VAAV3PT&lid=LSTSNDGU5S22VAAV3PTYY51VY&marketplace=FLIPKART&store=osp%2Fiko%2F6q1&srno=b_1_19&otracker=nmenu_sub_Women_0_Heels1&fm=organic&iid=4cfea52f-d3d7-4318-b209-d9a27bec7706.SNDGU5S22VAAV3PT.SEARCH&ppt=None&ppn=None&ssid=lt2wovvhog0000001747411920995,https://rukminim2.flixcart.com/image/612/612/xif0q/sandal/u/t/f/5-sl995womenflats-shoestail-peach-original-imah4yy5pnufwvbv.jpeg?q=70,Only 5 left,₹295,₹999,70% off
Women Heels Sandal,https://www.flipkart.com/tobika-women-heels/p/itm7e58aa28ec23d?pid=SNDH5JKZUYGQ2EAE&lid=LSTSNDH5JKZUYGQ2EAEQ7STSO&marketplace=FLIPKART&store=osp%2Fiko%2F6q1&srno=b_1_20&otracker=nmenu_sub_Women_0_Heels1&fm=organic&iid=4cfea52f-d3d7-4318-b209-d9a27bec7706.SNDH5JKZUYGQ2EAE.SEARCH&ppt=None&ppn=None&ssid=lt2wovvhog0000001747411920995,https://rukminim2.flixcart.com/image/612/612/xif0q/sandal/u/w/u/8-8029-shezone-black-original-imagmh3vqjzvkfhj.jpeg?q=70,Hot Deal,"₹1,441","₹1,999",27% off
"Women Heels Sandals Lightweight, Breathable, Comfortabl...",https://www.flipkart.com/planet-walk-heels-sandals-lightweight-breathable-comfortable-everyday-cushioned-insole-women/p/itm1a84240052baa?pid=SNDHAH8KTZA2HB9E&lid=LSTSNDHAH8KTZA2HB9EA59LJ8&marketplace=FLIPKART&store=osp%2Fiko%2F6q1&srno=b_1_21&otracker=nmenu_sub_Women_0_Heels1&fm=organic&iid=en_Rc35ZlUXxEWG7grkn8DpTmMa9CaeojnJjKyRjeyggw02F5D2MjQJC2ah9zQB7QQcYeYSFYsBGGkbM0YcfANOfw%3D%3D&ppt=None&ppn=None&ssid=lt2wovvhog0000001747411920995,https://rukminim2.flixcart.com/image/612/612/xif0q/sandal/0/7/z/3-3-3-fashion-tails-white-original-imah9canznxf2krg.jpeg?q=70,Only few left,₹319,₹799,60% off
Women Newly Launch | Classic Ultra Soft | Cushion | Com...,https://www.flipkart.com/doctor-health-super-soft-newly-launch-classic-ultra-cushion-comfortable-premium-stylish-trendy-women-heels/p/itmd5a618d94dd4f?pid=SNDH4ZHZGGY3HFDZ&lid=LSTSNDH4ZHZGGY3HFDZIJ9L07&marketplace=FLIPKART&store=osp%2Fiko%2F6q1&srno=b_1_25&otracker=nmenu_sub_Women_0_Heels1&fm=organic&iid=en_Rc35ZlUXxEWG7grkn8DpTmMa9CaeojnJjKyRjeyggw0gfrFOEeg_zNxEDxGSWjTYmr1448QnV18n8ibY1Eop4w%3D%3D&ppt=None&ppn=None&ssid=lt2wovvhog0000001747411920995,https://rukminim2.flixcart.com/image/612/612/xif0q/sandal/r/z/0/5-boost-shoetopia-white-original-imah3ta6hcw2whyz.jpeg?q=70,Hot Deal,₹751,"₹1,999",62% off
Women Heels Sandal,https://www.flipkart.com/smart-sleek-women-heels/p/itm69ed335a9e181?pid=SNDGP4GWGYHA7ZYY&lid=LSTSNDGP4GWGYHA7ZYYL0UU9A&marketplace=FLIPKART&store=osp%2Fiko%2F6q1&srno=b_1_27&otracker=nmenu_sub_Women_0_Heels1&fm=organic&iid=en_Rc35ZlUXxEWG7grkn8DpTmMa9CaeojnJjKyRjeyggw0xr3gHHM-cm4zZqzJdPPU_Q1mZalkKZueYzqUh_ZCo5w%3D%3D&ppt=None&ppn=None&ssid=lt2wovvhog0000001747411920995,https://rukminim2.flixcart.com/image/612/612/xif0q/sandal/b/p/h/5-wfs6062-44-38-wfs-beige-original-imahau2a3dzxpeyh.jpeg?q=70,Hot Deal,₹699,"₹1,999",65% off
Women Heels Sandal,https://www.flipkart.com/sukun-women-heels/p/itm564f312f76777?pid=SNDHAWVFRGVNAQSH&lid=LSTSNDHAWVFRGVNAQSHXMXNCO&marketplace=FLIPKART&store=osp%2Fiko%2F6q1&srno=b_1_31&otracker=nmenu_sub_Women_0_Heels1&fm=organic&iid=en_Rc35ZlUXxEWG7grkn8DpTmMa9CaeojnJjKyRjeyggw2UJlkR3iKEcgCbhLWeOnYdW6PSgWQTIzH1kFQGj1t4hg%3D%3D&ppt=None&ppn=None&ssid=lt2wovvhog0000001747411920995,https://rukminim2.flixcart.com/image/612/612/xif0q/sandal/n/6/g/2-6205-la-fashub-peach-original-imagu5s2kqzaxaub.jpeg?q=70,Hot Deal,₹636,"₹1,499",57% off
Women Heels Sandal,https://www.flipkart.com/anouk-women-heels/p/itm8ac5341a6f8e5?pid=SNDGTDSH9GA6MSBM&lid=LSTSNDGTDSH9GA6MSBMTM80RD&marketplace=FLIPKART&store=osp%2Fiko%2F6q1&srno=b_1_32&otracker=nmenu_sub_Women_0_Heels1&fm=organic&iid=en_Rc35ZlUXxEWG7grkn8DpTmMa9CaeojnJjKyRjeyggw3l_JnbCujAornK-dh6MeEZEoJJVBqAttrUIw2TmYfLeQ%3D%3D&ppt=None&ppn=None&ssid=lt2wovvhog0000001747411920995,https://rukminim2.flixcart.com/image/612/612/xif0q/sandal/p/n/f/6-patent-heel-tobika-black-original-imah5jkzahnfpxh7.jpeg?q=70,Hot Deal,₹279,"₹1,299",78% off
Women Heels Sandal,https://www.flipkart.com/k-footlance-women-heels/p/itmb7a4acb6158da?pid=SNDH9CQ2W8STCEHR&lid=LSTSNDH9CQ2W8STCEHRROWDOD&marketplace=FLIPKART&store=osp%2Fiko%2F6q1&srno=b_1_33&otracker=nmenu_sub_Women_0_Heels1&fm=organic&iid=4cfea52f-d3d7-4318-b209-d9a27bec7706.SNDH9CQ2W8STCEHR.SEARCH&ppt=None&ppn=None&ssid=lt2wovvhog0000001747411920995,https://rukminim2.flixcart.com/image/612/612/xif0q/sandal/g/p/b/5-plwk-pelt-b017-5-planet-walk-brown-original-imahbj7m2zrqazj5.jpeg?q=70,Only few left,₹949,"₹3,999",76% off
